game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-10,642039,3,9,12,Scott Heineman,595981,heinesc01,TJ Friedl,670770,friedtj01,Alex Blandino,607468,blandal01,Jonathan India,663697,indiajo01,Chuckie Robinson,642020,robinch04,Deivy Grullón,620453,grullde01,Jose Barrero,676480,garcijo02,Aristides Aquino,606157,aquinar01,Dwight Smith Jr.,596105,smithdw02,Seuly Matias,665890,Gabriel Cancel,663708,Anderson Miller,663402,Nick Dini,664926,dinini01,Kyle Isbel,664728,isbelky01,Nick Loftin,679845,loftini01,MJ Melendez,669004,melenmj01,Nick Pratto,668472,prattni01,Emmanuel Rivera,656896,riverem01,Lorenzen,547179,lorenmi01,"García, E",658305,garcied01,Doolittle,448281,doolise01,"Pérez, C",672335,perezci01,"De León, J",592254,deleojo03,"Keller, B",641745,kellebr01,Newberry,623470,newbeja01,"Davis, W",451584,daviswa01,Brach,542960,brachbr01,Kowar,663804,kowarja01,Heasley,669169,heasljo01
