game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-09,719200,11,1,12,Isaac Paredes,670623,paredis01,Luis Urías,649966,uriaslu01,Jose Cardona,606580,Austin Barnes,605131,barneau01,Rowdy Tellez,642133,tellero01,Joey Meneses,608841,menesjo01,Roberto Valenzuela,672438,Jarren Duran,680776,duranja01,Alek Thomas,677950,thomaal01,Coco Montes,663796,monteco01,Grant Lavigne,680693,Braxton Fulford,690924,Jimmy Herron,676939,Jordan Beck,687597,beckjo01,Benny Montgomery,695603,Julio Carreras,679734,Warming Bernabel,682653,Braiden Ward,685274,"Walker, T",592836,walketa01,Barreda,518435,barrema03,"Vargas, C",570714,vargace01,"Reyes, Ger",622103,reyesge01,Armenta,692068,"Sanchez, J",644425,"Zazueta, S",650980,Márquez,608566,marquge01,"Lambert, P",663567,lambepe01,Suter,608718,suterbr01,"Allen, L.S.",663531,allenlo01,Blach,621389,blachty01,Darnell,699911
