game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-03,642226,2,6,8,David Dahl,621311,dahlda01,Curtis Terry,663799,terrycu01,Josh Jung,673962,jungjo01,Justin Foscue,679822,foscuju01,John Hicks,543308,hicksjo02,Charlie Culberson,518586,culbech01,Jason Martin,641829,martija03,Delino DeShields,592261,deshide02,Adolis García,666969,garciad02,Keinner Piña,650658,Livan Soto,670869,sotoli01,Taylor Ward,621493,wardta01,Franklin Barreto,620439,barrefr02,Jo Adell,666176,adelljo01,Phil Gosselin,594838,gosseph01,Shohei Ohtani,660271,ohtansh01,Kean Wong,642221,wongke01,Juan Lagares,501571,lagarju01,Herget,623474,hergeji01,Vincent,543883,vinceni01,"Wood, H",621056,woodhu01,"Anderson, D",623454,anderdr02,Crouse,668968,crousha01,Gatto,656450,Bundy,605164,bundydy01,"Iglesias, R",628452,iglesra01,Mayers,594577,mayermi01,Faria,607188,fariaja01,Pannone,623381,pannoth01
