game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-04-04,706957,2,4,6,Estiven Machado,692497,Adrian Pinto,691437,Tyler Heineman,623168,heinety01,Rainer Nunez,678742,Dasan Brown,672018,Nathan Lukes,664770,lukesna01,Damiano Palmegiani,671913,Gosuke Katoh,641741,katohgo01,Gabriel Martinez,683447,Kingston Liniak,669460,Daneurys De La Cruz,681453,Lazaro Benitez,682844,Justice Bigbie,694425,Izaac Pacheco,691789,Josh Crouch,676509,Raudy De Los Santos,691450,Roberto Campos,691449,Cristian Santana,694184,Gausman,592332,gausmke01,Thornton,663423,thorntr01,Gage,657424,gagema01,Skubal,669373,skubata01,"Jiménez, J",641729,jimenjo02,"Soto, G",642397,sotogr01,Lange,656638,langeal01,Hutchison,571800,hutchdr01
