game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2022-04-05,707033,1,1,Estanli Castillo,682658,Oneill Manzueta,680631,Tyler Frank,667611,Johan Lopez,672517,Freddvil Chevez,673882,Roberto Alvarez,666712,Patrick Merino,691193,Christian Johnson,687257,Carlos Colmenarez,694181,Drew Lugbauer,656666,Luke Waddell,680672,Jacob Pearson,669245,Guillermo Heredia,628338,heredgu01,Jordan Cowan,643268,Rusber Estrada,682005,Ambioris Tavarez,694222,Orlando Arcia,606115,arciaor01,Jefrey Ramos,671191,Kluber,446372,klubeco01,Springs,605488,sprinje01,Adam,592094,adamja01,Kittredge,552640,kittran01,Elder,693821,elderbr01,"Newcomb, S",656794,newcose01,Jansen,445276,janseke01,"Smith, W",519293,smithwi04,"Ferguson, T",621053,ferguty01,Minter,621345,minteaj01,"Riley, T",681803
