game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-10,719175,3,11,14,Nick Plummer,663911,plummni01,Michel Triana,691403,Daniel Vellojin,678962,Austin Hendrick,690988,Leo Balcazar,699114,Michael Siani,672279,sianimi01,Alejo Lopez,664670,lopezal03,Jose Torres,686958,Nicholas Northcut,678021,Cooper Hummel,669450,hummeco01,Jacob Nottingham,641924,nottija01,Spencer Packard,689070,Leonys Martin,547982,martile01,Jake Scheiner,676595,Zach DeLoach,676113,deloaza01,Leo Rivas,660844,rivasle01,Drew Ellis,656403,ellisdr01,Mason McCoy,669200,mccoyma01,Overton,656818,overtco01,Nutof,657246,"Law, D",571882,lawde01,Sims,608371,simslu01,Karcher,676689,karchri01,Solomon,676660,solomja01,Duarte,650960,duartda01,Sousa,656986,sousabe01,Kirby,669923,kirbyge01,Ryan,656924,ryanry01,Topa,623437,topaju01,Speier,642100,speiega01,Saucedo,642048,sauceta01,McCaughan,670766,mccauda01
