game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,over_under_runline
632729,2021-08-26,11,7,18,134,Pittsburgh Pirates,138,St. Louis Cardinals,27013,27019,Tommy Edman,669242,edmanto01,Paul Goldschmidt,502671,goldspa01,Dylan Carlson,666185,carlsdy01,Nolan Arenado,571448,arenano01,Yadier Molina,425877,molinya01,Lars Nootbaar,663457,nootbla01,Edmundo Sosa,624641,sosaed01,Harrison Bader,664056,baderha01,Ben Gamel,592325,gamelbe01,Michael Chavis,656308,chavimi01,Bryan Reynolds,668804,reynobr01,Colin Moran,592567,moranco01,Wilmer Difo,594694,difowi01,Gregory Polanco,570256,polangr01,Kevin Newman,621028,newmake01,Michael Pérez,605421,perezmi03,Mitch Keller,656605,kellemi03,Miles Mikolas,571945,mikolmi01,Kyle Keller,664918,kelleky01,Chad Kuhl,641771,kuhlch01,Chris Stratton,608717,stratch01,David Bednar,670280,bednada01,T.J. McFarland,519008,mcfartj01,Andrew Miller,453192,millean01,Génesis Cabrera,650893,cabrege01,Daniel Ponce de Leon,594965,ponceda01,Junior Fernández,658551,fernaju01,8.5
