game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2021-03-06,642188,8,2,10,Ryan Vilade,668723,viladry01,Connor Joe,656582,joeco01,Jameson Hannah,680683,Alan Trejo,676701,trejoal01,Chris Rabago,657253,Nick Longhi,641802,Wynton Bernard,592144,bernawy01,Taylor Snyder,643549,Elehuris Montero,660707,monteel01,Jack Kruger,667674,krugeja01,Jeremiah Jackson,669236,Luis Rengifo,650859,rengilu01,Scott Schebler,594988,schebsc01,Jack Mayfield,608686,mayfija01,Jose Rojas,670351,rojasjo02,Jordyn Adams,677941,adamsjo03,Jo Adell,666176,adelljo01,Juan Graterol,492802,grateju01,"Rodríguez, D",605446,rodride01,Almonte,622075,almonye01,"Stephenson, R",596112,stephro01,Olivarez,672487,Quintana,500779,quintjo01,"Iglesias, R",628452,iglesra01,Mayers,594577,mayermi01,Rowen,594985,rowenbe01,Faria,607188,fariaja01,Daniel,669721,danieda01,Brady,676610
