game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-11,748016,1,1,Jhonny Pereda,640902,peredjh01,Troy Johnston,687859,Yiddi Cappe,691268,Brock Vradenburg,802544,Griffin Conine,665052,Dalvy Rosario,672537,Tristan Gray,656484,graytr01,Javier Sanoja,691594,Johnny Olmstead,675394,Kellum Clark,690969,Joe Suozzi,679545,Trayce Thompson,572204,thomptr01,Jose Iglesias,578428,iglesjo01,Marco Vargas,804614,Brandon McIlwain,666140,Rylan Bannon,676625,bannory01,Hayden Senger,663584,Luke Voit,572228,voitlu01,"Rogers, Tr",669432,rogertr01,Meyer,676974,meyerma01,Nardi,677053,nardian01,Bender,669622,bendean01,"Maldonado, A",687424,maldoan01,Megill,656731,megilty01,Díaz,621242,diazed04,"Raley, B",548384,raleybr01,"Smith, Dr",622098,smithdr01,Tonkin,543859,tonkimi01,Bickford,641360,bickfph01
