gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID
717243,2023-07-27,0,6,6,Luis Rengifo,650859,rengilu01,Shohei Ohtani,660271,ohtansh01,Mickey Moniak,666160,moniami01,Taylor Ward,621493,wardta01,Mike Moustakas,519058,moustmi01,Hunter Renfroe,592669,renfrhu01,Trey Cabbage,663550,cabbatr01,Chad Wallach,595453,wallach01,Andrew Velazquez,623205,velazan01,Zach McKinstry,656716,mckinza01,Riley Greene,682985,greenri03,Spencer Torkelson,679529,torkesp01,Kerry Carpenter,681481,carpeke01,Matt Vierling,663837,vierlma01,Javier Báez,595879,baezja01,Akil Baddoo,668731,baddoak01,Zack Short,670097,shortza01,Eric Haase,606992,haaseer01,Michael Lorenzen,547179,lorenmi01,Shohei Ohtani,660271,ohtansh01,Zach Logue,656657,logueza01
