game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-04-03,706865,7,8,15,Andrew Navigato,685382,Bryant Packard,669741,Daneurys De La Cruz,681453,Andre Lipcius,686531,lipcian01,Daniel Cabrera,668667,Josh Crouch,676509,Victor Reyes,622682,reyesvi01,Gage Workman,669398,Quincy Nieporte,676811,Nick Maton,665155,matonni01,Felix Reyes,694025,Ronald Torreyes,591720,torrero01,Yairo Muñoz,622168,munozya01,Freylin Minyety,700824,Rixon Wingrove,678534,Garrett Stubbs,596117,stubbga01,Matt Vierling,663837,vierlma01,Leandro Pineda,683610,Mize,663554,mizeca01,Fulmer,605242,fulmemi01,Cisnero,542585,cisnejo01,"García, R",665621,garciro03,Anderson,502624,anderch01,"Nola, Aa",605400,nolaaa01,Hennigan,670125,Alvarado,621237,alvarjo03,Maples,596027,mapledi01,Ross,682201,"Kelly, M",547184,kellymi03
