game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,over_under_runline
634374,2021-04-26,12,0,12,137,San Francisco Giants,115,Colorado Rockies,26997,27004,Raimel Tapia,606132,tapiara01,Garrett Hampson,641658,hampsga01,Trevor Story,596115,storytr01,Ryan McMahon,641857,mcmahry01,C.J. Cron,543068,croncj01,Charlie Blackmon,453568,blackch02,Yonathan Daza,602074,dazayo01,Dom Nuñez,624513,nunezdo01,Austin Slater,596103,slateau01,Wilmer Flores,527038,florewi01,Brandon Belt,474832,beltbr01,Evan Longoria,446334,longoev01,Buster Posey,457763,poseybu01,Darin Ruf,573131,rufda01,Alex Dickerson,543105,dickeal01,Mauricio Dubón,643289,dubonma01,Anthony DeSclafani,543101,desclan01,Austin Gomber,596295,gombeau01,Jhoulys Chacín,468504,chacijh01,Tyler Kinley,641755,kinlety01,Joshua Fuentes,658069,fuentjo01,7.5
