game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-05-31,747032,1,3,4,Jose Siri,642350,sirijo01,Isaac Paredes,670623,paredis01,José Caballero,676609,cabaljo01,Ben Rortvedt,666163,rortvbe01,Brandon Lowe,664040,lowebr01,Randy Arozarena,668227,arozara01,Jonny DeLuca,676356,delucjo01,Jonathan Aranda,666018,arandjo01,Yandy Díaz,650490,diazya01,Gunnar Henderson,683002,hendegu01,Jorge Mateo,622761,mateojo01,Anthony Santander,623993,santaan02,Ryan Mountcastle,663624,mountry01,Adley Rutschman,668939,rutscad01,Austin Hays,669720,haysau01,Ramón Urías,602104,uriasra01,Colton Cowser,681297,cowseco01,Ryan O'Hearn,656811,ohearry01,Civale,650644,civalaa01,Lovelady,663992,lovelri01,"Maton, P",664208,matonph01,Sterner,686993,"Suárez, Al",544150,suareal01,"Pérez, C",672335,perezci01,Cano,666974,canoye01,Coulombe,543056,couloda01,"Webb, J",657097,webbja01,Kimbrel,518886,kimbrcr01
