game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-07-16,717383,4,3,7,Victor Caratini,605170,caratvi01,Joey Wiemer,686894,wiemejo01,Christian Yelich,592885,yelicch01,Andruw Monasterio,655316,monasan01,Owen Miller,680911,milleow01,Blake Perkins,663368,perkibl01,William Contreras,661388,contrwi02,Brice Turang,668930,turanbr02,Willy Adames,642715,adamewi01,Elly De La Cruz,682829,delacel01,Jonathan India,663697,indiajo01,Jake Fraley,641584,fraleja01,Matt McLain,680574,mclaima01,TJ Friedl,670770,friedtj01,Nick Senzel,669222,senzeni01,Joey Votto,458015,vottojo01,Spencer Steer,668715,steersp01,Tyler Stephenson,663886,stephty01,Houser,605288,housead01,"Wilson, B",669060,wilsobr02,Milner,571948,milneho01,"Williams, D",642207,willide03,Lively,594902,livelbe01,"Law, D",571882,lawde01,Gibaut,664139,gibauia01,"Cruz, F",518585,cruzfe01,Sims,608371,simslu01,"Díaz, A",664747,diazal03,"Farmer, B",571656,farmebu01
