game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-18,747912,5,6,11,Luis Baez,800232,Corey Julks,667452,julksco01,Tommy Sacco Jr.,690474,Miguel Palma,682692,Will Wagner,695238,Quincy Hamilton,680810,Trey Cabbage,663550,cabbatr01,David Hensley,682073,henslda01,Waner Luciano,800294,Harrison Spohn,695461,Jake DeLeo,691939,Vidal Bruján,660644,brujavi01,Jordan McCants,696291,Nic Ready,687573,Joe Mack,691788,Brock Vradenburg,802544,Dane Myers,667472,myersda01,Kemp Alderman,694580,"Brown, H",686613,brownhu01,Hader,623352,haderjo01,Suero,593833,suerowa01,Mushinski,656786,mushipa01,McDonald,680423,McCaughan,670766,mccauda01,"Arias, L",678215,"Maldonado, A",687424,maldoan01,Givens,571710,givenmy01,Hoeing,663773,hoeinbr01,Cronin,686539,cronide01,Alvarado,665660
