game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2023-03-15,719115,9,3,12,Grae Kessinger,666197,kessigr01,Marty Costes,664753,Alex McKenna,665173,Dauri Lorenzo,691184,Bligh Madris,676632,madribl01,Collin Price,805672,Jordan Brewer,685084,Chad Stevens,677060,Zach Daniels,671113,Kevin Kilpatrick Jr.,687201,Yolmer Sánchez,570560,sanchca01,Drew Lugbauer,656666,Mitchell Tolman,664051,Jacob Pearson,669245,Keshawn Ogans,687248,Greyson Jenista,680571,Eli White,642201,whiteel04,Ryan Casteel,592205,"Garcia, B",650530,garcibr01,Betances,677643,Gomez,685461,Chaidez,686585,DeLabio,700832,Roberts,676611,"Brown, T",675973,Strider,675911,stridsp01,Olczak,664144,Chavez,445926,chaveje01,Yates,489446,yateski01,"Lee, D",669276,leedy01,Elliott,641551,Swarmer,664161,swarmma01,Wilcox,664048
