game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-01,748166,3,1,4,Dylan Beavers,687637,Diego A. Castillo,660636,castidi02,TT Bowens,688449,Maverick Handley,668974,Jud Fabian,682983,Nick Maton,665155,matonni01,Silas Ardoin,686976,Errol Robinson,642021,Daniel Johnson,669288,johnsda07,Kevin Kilpatrick Jr.,687201,Andrew Velazquez,623205,velazan01,Justin Dean,681909,Keshawn Ogans,687248,Kade Kern,807746,Sebastián  Rivero,665861,riverse01,Leury García,544725,garcile02,Ryan Casteel,592205,E.J. Exposito,802991,"Wells, T",669330,wellsty01,Zimmermann,669145,zimmebr02,Ort,672391,ortka01,Krook,640454,krookma01,"Suárez, An",605498,suarean01,Hoffman,676510,Elder,693821,elderbr01,"Iglesias, R",628452,iglesra01,Vines,670241,vinesda01,Matzek,554431,matzety01,Vizcaya,622415,"Lee, D",669276,leedy01
