game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-03-11,642218,4,5,9,Ricardo Genovés,665648,Marco Luciano,682617,luciama01,Steven Duggar,621453,duggast01,Joe McCarthy,663411,mccarjo04,Joey Bart,663698,bartjo01,Logan Wyatt,668824,Mauricio Dubón,643289,dubonma01,Darin Ruf,573131,rufda01,Jason Vosler,613564,vosleja01,Brandon Marsh,669016,marshbr02,Matt Thaiss,642136,thaisma01,Jack Mayfield,608686,mayfija01,Franklin Barreto,620439,barrefr02,Jose Rojas,670351,rojasjo02,Jordyn Adams,677941,adamsjo03,Jo Adell,666176,adelljo01,Phil Gosselin,594838,gosseph01,Anthony Mulrine,688226,Cueto,456501,cuetojo01,Littell,641793,litteza01,"Marte, Y",628708,marteyu01,Bracho,611093,brachsi01,Sherfy,642073,sherfji01,Canning,656288,cannigr01,Rowen,594985,rowenbe01,Brady,676610,"Iglesias, R",628452,iglesra01,Mayers,594577,mayermi01,Faria,607188,fariaja01,"Keller, K",664918,kelleky01
