game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2024-03-21,747874,6,5,11,Willy Vasquez,691938,Tre' Morgan,691003,Richie Palacios,680700,palacri01,Cristopher Barete,683539,Alex Jackson,656577,jacksal02,Francisco Mejía,642336,mejiafr01,Jake Mangum,663968,Curtis Mead,678554,meadcu01,Gionti Turner,682090,Kody Clemens,665019,clemeko01,Marcus Lee Sang,686984,Aramis Garcia,605244,garciar01,Jim Haley,670113,Casey Martin,676045,Carson Taylor,694930,Cade Fergus,681495,Esteban Quiroz,606019,quiroes01,Yhoswar Garcia,694070,Pepiot,686752,pepiory01,Adam,592094,adamja01,"Maton, P",664208,matonph01,Fairbanks,664126,fairbpe01,Kelly,687330,kellyke02,"Sánchez, C",650911,sanchcr01,Lazar,676661,Strahm,621381,strahma01,"Ortiz, L.F.",656814,ortizlu02,"Marte, Y",628708,marteyu01,Brice,592169,briceau01,Lehman,656647,Garnett,702911
