gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID
747863,2024-03-22,5,3,8,Tyrone Taylor,621438,tayloty01,Francisco Lindor,596019,lindofr01,Pete Alonso,624413,alonspe01,Brett Baty,683146,batybr01,Starling Marte,516782,martest01,Francisco Alvarez,682626,alvarfr01,Mark Vientos,668901,vientma01,Harrison Bader,664056,baderha01,Zack Short,670097,shortza01,Gleyber Torres,650402,torregl01,Juan Soto,665742,sotoju01,Aaron Judge,592450,judgeaa01,Giancarlo Stanton,519317,stantmi03,Trent Grisham,663757,grishtr01,Anthony Volpe,683011,volpean01,Luis Torrens,620443,torrelu01,Jose Trevino,624431,trevijo01,Kevin Smith,675656,smithke05,Luis Gil,661563,gillu01,Tyler Stuart,701603,unknown,Will Warren,701542,unknown,Hunter Parsons,663500,unknown,Jeffrey Colon,681738,unknown,Joshua Cornielly,681739,unknown,Paul Gervase,801434,unknown
