game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2023-05-28,717992,4,11,15,Brandon Marsh,669016,marshbr02,Bryce Harper,547180,harpebr03,J.T. Realmuto,592663,realmjt01,Edmundo Sosa,624641,sosaed01,Kody Clemens,665019,clemeko01,Nick Castellanos,592206,casteni01,Bryson Stott,681082,stottbr01,Kyle Schwarber,656941,schwaky01,Trea Turner,607208,turnetr01,Michael Harris II,671739,harrimi04,Matt Olson,621566,olsonma02,Sean Murphy,669221,murphse01,Ronald Acuña Jr.,660670,acunaro01,Kevin Pillar,607680,pillake01,Ozzie Albies,645277,albieoz01,Austin Riley,663586,rileyau01,Orlando Arcia,606115,arciaor01,Marcell Ozuna,542303,ozunama01,Covey,592229,coveydy01,Hoffman,656546,hoffmje02,"Marte, Y",628708,marteyu01,Brogdon,641401,brogdco01,Strahm,621381,strahma01,"Vasquez, A",607755,vasquan02,Strider,675911,stridsp01,McHugh,543521,mchugco01,"Rodríguez, D",605446,rodride01
