game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-27,641758,1,5,6,Breyvic Valera,591971,valerbr01,Reese McGuire,624512,mcguire01,Chris Bec,681804,Forrest Wall,657088,wallfo01,Joshua Palacios,641943,palacjo01,Richard Urena,620446,urenari01,Tyler White,643603,whitety01,Joe Panik,605412,panikjo01,Santiago Espinal,669289,espinsa01,Armando Alvarez,669137,Mike Ford,645801,fordmi01,Greg Allen,656185,allengr01,Sócrates Brito,593647,britoso01,Clint Frazier,640449,frazicl01,Andrew Velazquez,623205,velazan01,Ezequiel Duran,677649,duranez01,Estevan Florial,664314,flories01,Rob Brantly,542963,brantro01,Kay,641743,kayan01,Snead,669912,sneadki01,"Cole, A",595918,coleaj01,"Castro, A",621593,castran02,Bergen,664157,bergetr01,Chacín,468504,chacijh01,"García, L",472610,garcilu03,Luetge,476595,luetglu01,Barraclough,607457,barraky01,"Abreu, A",656061,abreual01,Lyons,544928,lyonsty01
