game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-04-02,707004,4,5,9,Austin Romine,519222,rominau01,Aaron Whitefield,664334,whiteaa01,Preston Palmeiro,641945,Ryan Aguilar,666922,aguilry01,Straton Podaras,668794,Arol Vera,691186,Kyle Kasser,681143,Braxton Martinez,664097,Kyren Paris,677347,parisky01,Delvin Zinn,665091,P.J. Higgins,664731,higgipj01,Owen Caissie,683357,Grayson Byrd,656282,Carlos Sepulveda,661148,Jacob Wetzel,689047,Edmond Americaan,669274,Alfonso Rivas III,663845,rivasal01,Luis Verdugo,677605,Sandoval,663776,sandopa02,"Bradley, A",605151,bradlar01,Warren,681810,warreau01,Kristofak,670219,kristza01,Leiter Jr.,643410,leitema02,Givens,571710,givenmy01,Effross,664123,effrosc01,Rucker,621074,ruckemi01,Ueckert,681145,Holmes,592411,Yardley,642233,yardler01
