game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2021-03-24,641757,14,4,18,Carlos Pérez,542208,perezca02,Cody Thomas,642137,thomaco01,Vimael Machín,605353,machivi01,Seth Brown,664913,brownse01,Nick Allen,669397,allenni02,Jacob Wilson,607111,wilsoja04,Skye Bolt,621450,boltsk01,Greg Deichmann,656364,deichgr01,Logan Davidson,669722,Nick Williams,608384,willini01,Matt Reynolds,608703,reynoma03,Yermín Mercedes,606213,merceye01,Leury García,544725,garcile02,Nick Madrigal,663611,madrini01,Andrew Vaughn,683734,vaughan01,Zach Remillard,621545,remilza01,Billy Hamilton,571740,hamilbi02,Danny Mendick,664901,mendida01,Manaea,640455,manaese01,Wendelken,605525,wendejb01,"Smith, B",572143,smithbu03,Kolarek,592473,kolarad01,Guerra,500610,guerrde01,Lynn,458681,lynnla01,Carter,657203,Dopico,661832,Marshall,605359,marshev01,Heuer,676051,heuerco01,Burr,621114,burrry01,Medeiros,656727
