game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-24,718984,8,9,17,Kevin Kilpatrick Jr.,687201,Joe Dunand,656388,dunanjo01,Adam Zebrowski,700845,Jacob Pearson,669245,Andrew Moritz,680938,Hoy Park,660829,parkho01,Keshawn Ogans,687248,Cade Bunnell,685298,Stephen Paolini,688500,Adam Duvall,594807,duvalad01,Enrique Hernández,571771,hernaen02,Christian Arroyo,624414,arroych01,Daniel Palka,594953,palkada01,Jarren Duran,680776,duranja01,Rob Refsnyder,608701,refsnro01,Reese McGuire,624512,mcguire01,Rafael Devers,646240,deverra01,Triston Casas,671213,casastr01,Dodd,689266,dodddy01,Mejia,681256,"Harvey, J",642840,harvejo01,Pivetta,601713,pivetni01,Mosqueda,665996,Arias,670404,Martin,455119,martich02,Jansen,445276,janseke01,Booser,592155,booseca01
