game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-13,719132,4,11,15,Esteban Gonzalez,691416,Jose Devers,691410,Jhonkensy Noel,678877,Simon Rodriguez,691425,Connor Kokx,701634,David Fry,681807,fryda01,Bryan Lavastida,681526,lavasbr01,José Tena,677588,tenajo01,Juan Brito,682877,Devin Mann,669471,Luke Williams,663897,willilu01,Ryan Ward,669899,Diego Cartaya,682616,Eddys Leonard,678760,Drew Avans,682183,Jorbit Vivas,678391,Jahmai Jones,663330,jonesja08,Bradley Zimmer,605548,zimmebr01,Plesac,668676,plesaza01,Mikolajchak,679777,Karinchak,675916,karinja01,Toussaint,657053,toussto01,"Kelly, M",547184,kellymi03,Oviedo,665854,oviedlu01,Daniels,656349,Grove,675627,grovemi01,Hagenman,663795,Stone,694813,stonega01,Bettencourt,670422,Andriese,542882,andrima01,"Reed, J",596082,reedja02,"De La Rosa, R",523989,delarru01
