game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2023-02-27,719355,3,3,Andy Weber,681581,Luis Vazquez,676679,vazqulu01,Bradlee Beesley,686977,BJ Murray Jr.,681230,Jared Young,676724,youngja02,Pablo Aliendo,680846,Cole Roederer,680711,Jordan Nwogu,685087,Levi Jordan,682119,P.J. Higgins,664731,higgipj01,Neyfy Castillo,678689,Blaze Alexander,677942,alexabl01,Dominic Miroglio,641884,Brett Johnson,805842,Dominic Fletcher,666150,fletcdo01,Seth Beer,666179,beerse01,Jake Hager,606993,hagerja01,Emmanuel Rivera,656896,riverem01,Kilian,668873,kiliaca01,Kay,641743,kayan01,Jensen,686754,Estrada,669093,estraje01,Borucki,621366,borucry01,Sanders,676742,Holloway,656548,hollojo01,"Reyes, S",672795,Pfaadt,694297,pfaadbr01,Mantiply,573009,mantijo01,McGough,543518,mcgousc01,"Martin, Co",656686,martico02,"Martinez, Ju",679885,martiju01,Jarvis,686826,jarvibr01,"Vizcaíno, R",642563
