game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-04-05,706921,5,5,Austin Romine,519222,rominau01,Michael Stefanic,683021,stefami01,Ryan Aguilar,666922,aguilry01,Jack Mayfield,608686,mayfija01,Jose Rojas,670351,rojasjo02,Tyler Wade,642180,wadety01,Matt Duffy,622110,duffyma01,Brandon Marsh,669016,marshbr02,Jo Adell,666176,adelljo01,Jose Ramos,682947,Eddy Alvarez,657193,alvared01,Devin Mann,669471,Justin Turner,457759,turneju01,Ryan Ward,669899,Hanser Alberto,593643,alberha01,Edwin Ríos,621458,riosed01,Austin Barnes,605131,barneau01,Kevin Pillar,607680,pillake01,Lorenzen,547179,lorenmi01,Moran,572383,moranbr01,"Ortega, O",661383,ortegol01,"Bradley, A",605151,bradlar01,Warren,681810,warreau01,"Miller, Bo",676272,millebo06,Vesia,681911,vesiaal01,Kahnle,592454,kahnlto01,Graterol,660813,gratebr01,Bickford,641360,bickfph01,Treinen,595014,treinbl01,Kimbrel,518886,kimbrcr01
