game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-16,719094,2,2,Ryan Spikes,691797,Tanner Murray,695020,Abiezel Ramirez,672656,Grant Witherspoon,680710,Ruben Cardenas,665180,Mason Auer,687020,Heriberto Hernandez,681715,Evan Edwards,657212,Blake Hunt,675448,Yoyner Fajardo,679938,Ernie Yake,687044,Andrew Bechtold,657510,Chance Sisco,642082,siscoch01,Andrew Stevenson,664057,stevean01,Kyle Schmidt,686619,Willie Joe Garry Jr.,681831,Will Holland,683735,Grayson Greiner,606988,greingr01,Fleming,676596,flemijo01,Criswell,681867,criswco01,Bristo,668754,bristbr01,Muller,676726,Ryan,657746,ryanjo04,Hoffman,656546,hoffmje02,Thielbar,573204,thielca01,"Duran, J",661395,duranjh01,Jax,643377,jaxgr01,Alcala,660896,alcaljo01
