gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID
663163,2022-08-23,2,0,2,Lars Nootbaar,663457,nootbla01,Brendan Donovan,680977,donovbr01,Paul Goldschmidt,502671,goldspa01,Nolan Arenado,571448,arenano01,Nolan Gorman,669357,gormano01,Albert Pujols,405395,pujolal01,Paul DeJong,657557,dejonpa01,Yadier Molina,425877,molinya01,Dylan Carlson,666185,carlsdy01,Zach McKinstry,656716,mckinza01,Nico Hoerner,663538,hoernni01,Ian Happ,664023,happia01,Seiya Suzuki,673548,suzukse01,Franmil Reyes,614177,reyesfr01,Rafael Ortega,542364,ortegra01,Yan Gomes,543228,gomesya01,P.J. Higgins,664731,higgipj01,Christopher Morel,666624,morelch01,Javier Assad,665871,assadja01,Adam Wainwright,425794,wainwad01,Michael Rucker,621074,ruckemi01,Sean Newcomb,656794,newcose01,Erich Uelmen,657272,uelmeer01,Brandon Hughes,676714,hughebr01,JoJo Romero,668941,romerjo01
