game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_9_Name,Away_P_9_ID,Away_P_10_Name,Away_P_10_ID,Away_P_10_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2023-03-02,719317,3,15,18,Vimael Machín,605353,machivi01,Marcus Lee Sang,686984,Aramis Garcia,605244,garciar01,Jim Haley,670113,Jhailyn Ortiz,665560,Max McDowell,664120,Cody Roberts,663944,Nick Ward,682187,Símon Muzziotti,665922,muzzisi01,Elih Marrero,663503,Wilyer Abreu,677800,abreuwi02,David Hamilton,666152,hamilda03,Ceddanne Rafaela,678882,rafaece01,Marcus Wilson,657129,wilsoma02,Ronaldo Hernández,660613,Matthew Lugo,683090,Daniel Palka,594953,palkada01,Enmanuel Valdez,665839,valdeen01,Falter,663559,falteba01,Armenta,692068,McGarry,676046,Lehman,656647,Alvarado,621237,alvarjo03,Domínguez,622554,dominse01,Baker,687900,Sullivan,676907,Leverett,687190,Moore,686842,mooremc01,Houck,656557,houckta01,Feltman,664687,Brasier,518489,brasiry01,"Kelly, Z",677161,kellyza01,Mata,667356,"Dermody, M",571616,dermoma01,Broadway,699479
