game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2021-03-12,642193,8,3,11,Tyrone Taylor,621438,tayloty01,Pablo Reyes,622569,reyespa01,Jace Peterson,607054,peterja01,Freddy Zamora,668965,Payton Henry,668721,henrypa01,Derek Fisher,605233,fishede01,Dylan Cozens,622226,cozendy01,Billy McKinney,641856,mckinbi01,Nick Kahle,685277,Abiatal Avelino,623214,aveliab01,Ian Miller,641878,milleia01,Ildemaro Vargas,545121,vargail01,Miguel Amaya,665804,amayami01,Tyler Payne,665066,paynety01,Nick Martini,605361,martini02,Alfonso Rivas III,663845,rivasal01,Trent Giambrone,623508,giambtr01,Rafael Ortega,542364,ortegra01,Woodruff,605540,woodrbr01,Cousins,664776,cousija01,Crawford,660587,Yardley,642233,yardler01,Feyereisen,656420,feyerjo01,Bickford,641360,bickfph01,Jankins,669725,"Torres-Costa, Q",665014,Arrieta,453562,arrieja01,"Thompson, K",624522,thompke02,Kimbrel,518886,kimbrcr01,Biagini,607352,biagijo01,Gámez,670328
