game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-20,642027,4,4,8,Elliot Soto,519303,sotoel01,Sheldon Neuse,641914,neusesh01,Landon Knack,689017,knackla01,Stevie Berman,670281,Miguel Vargas,678246,vargami01,Andy Burns,542992,burnsan01,DJ Peters,656847,peterdj01,James Outman,681546,outmaja01,Rangel Ravelo,592660,ravelra01,Eguy Rosario,666703,rosareg01,Jorge Mateo,622761,mateojo01,Brian O'Grady,657434,ogradbr01,Tucupita Marcano,672779,marcatu01,Patrick Kivlehan,623182,kivlepa01,Pedro Florimón,465753,floripe01,Jorge Oña,671250,onajo01,CJ Abrams,682928,abramcj01,John Andreoli,607430,andrejo03,May,669160,maydu01,Varland,681402,varlagu01,Kickham,592464,kickhmi01,Alexander,518397,alexasc02,Robertson,687798,roberni01,Knack,689017,knackla01,Weathers,677960,weathry01,Pagán,641941,paganem01,Altavilla,656186,altavda01,"Ramirez, N",598286,ramirni01,Crismatt,622503,crismna01
