game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2023-02-28,719342,4,7,11,Curtis Terry,663799,terrycu01,Heston Kjerstad,677008,kjershe01,Robert Neustrom,680438,Maverick Handley,668974,Josh Lester,623507,lestejo02,Jackson Holliday,702616,hollija01,Daz Cameron,663662,camerda01,César Prieto,693409,Ryan O'Hearn,656811,ohearry01,Matt Fraizer,670208,Lolo Sanchez,665975,Ryan Vilade,668723,viladry01,Jason Delay,641511,delayja01,Nick Gonzales,693304,gonzani01,Carter Bins,670190,Drew Maggi,543482,maggidr01,Mason Martin,676733,Andrés Alvarez,687019,Bradish,680694,bradiky01,Baker,641329,bakerbr01,Charles,664301,"Knight, B",667421,Baumann,657508,baumami01,Bazardo,660825,bazared01,McSweeney,669682,"Ortiz, L.L.",682847,ortizlu03,Bednar,670280,bednada01,"García, J",606424,garcija04,Zastryzny,642239,zastrro01,"Stratton, H",676702,strathu01,Nicolas,693312,nicolky01,Flowers,669001,Alldred,682027,alldrca01
