game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-11,642101,1,1,Johneshwy Fargas,641561,fargajo01,Brandon Drury,592273,drurybr01,Wilfredo Tovar,541600,tovarwi01,Dominic Smith,642086,smithdo02,Mallex Smith,605480,smithma05,Patrick Mazeika,664850,mazeipa01,José Peraza,606299,perazjo01,Bruce Maxwell,622194,maxwebr01,Khalil Lee,666137,leekh01,Bryan De La Cruz,650559,delacbr01,Pedro León,694175,Scott Manea,657672,Freudis Nova,671265,Alex De Goti,621008,degotal01,Garrett Stubbs,596117,stubbga01,Jake Meyers,676694,meyerja02,C.J. Hinojosa,546994,Abraham Toro,647351,toroab01,deGrom,594798,degroja01,"Montgomery, M",543557,montgmi01,"Barnes, J",606930,barneja01,Tarpley,605501,tarplst01,Zamora,623354,zamorda01,Greinke,425844,greinza01,Pressly,519151,pressry01,Solis,672810,"Rodriguez, N",670550,rodrini01,Hartman,670057,hartmry01
