game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-12,719149,9,10,19,Coco Montes,663796,monteco01,Aaron Schunk,668845,Grant Lavigne,680693,Braxton Fulford,690924,Brenton Doyle,686668,doylebr02,Zac Veen,691728,Connor Kaiser,663731,kaiseco01,Michael Toglia,669911,toglimi01,Cole Tucker,657061,tuckeco01,Diego A. Castillo,660636,castidi02,P.J. Higgins,664731,higgipj01,Neyfy Castillo,678689,Jacen Roberson,682039,Alvin Guzman,682630,Phillip Evans,595943,evansph01,Ali Sánchez,645305,sanchal04,Ryan Bliss,669208,Jake Hager,606993,hagerja01,Zeuch,643615,zeuchtj01,Kauffmann,666154,kauffka01,Abad,472551,abadfe01,Suter,608718,suterbr01,"Valdez, P",570488,valdeph01,Jameson,686753,jamesdr01,"Martinez, Ju",679885,martiju01,"Nelson, R",669194,nelsory01,Hendrix,641682,hendrry01,"Martin, Co",656686,martico02,Ginkel,656464,ginkeke01
