game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-06,719249,1,6,7,Adael Amador,691182,Braxton Fulford,690924,Yanquiel Fernandez,692585,Brenton Doyle,686668,doylebr02,Zac Veen,691728,Julio Carreras,679734,Michael Toglia,669911,toglimi01,Warming Bernabel,682653,Nolan Jones,666134,jonesno01,Elly De La Cruz,682829,delacel01,Nick Martini,605361,martini02,Nick Plummer,663911,plummni01,Noelvi Marte,682622,marteno01,Matt McLain,680574,mclaima01,Michael Siani,672279,sianimi01,Alex McGarry,685127,Alejo Lopez,664670,lopezal03,Chuckie Robinson,642020,robinch04,Feltner,663372,feltnry01,Kauffmann,666154,kauffka01,Mears,683232,mearsni01,"Rogers, J",642028,rogerjo01,"Jones, S",682240,Anderson,502624,anderch01,Herget,643361,hergeke01,"Law, D",571882,lawde01,"Young, Al",622065,youngal01,Duarte,650960,duartda01,Solomon,676660,solomja01
