game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-23,747845,10,7,17,Jace Jung,690291,Dillon Dingler,693307,Justyn-Henry Malloy,669234,Ryan Kreidler,668952,kreidry01,TJ Hopkins,686759,hopkitj01,Eddys Leonard,678760,Roberto Campos,691449,Julio E. Rodriguez,667372,Quincy Nieporte,676811,Zach Britton,676309,Miguel Hiraldo,677599,Will Robertson,683770,Devonte Brown,675994,Rainer Nunez,678742,Steward Berroa,672642,Tucker Toman,702283,Tanner Morris,671088,Josh Kasevich,688460,Maeda,628317,maedake01,Michael,800723,Wingenter,622259,wingetr01,Guenther,674944,guentse01,Hanifee,669724,hanifbr01,Kikuchi,579328,kikucyu01,Eisert,685126,Fraze,684946,Pearson,663878,pearsna01,Pop,647315,popza01,Little,663893,littlbr02
