game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2024-02-24,748247,4,5,9,Elier Hernandez,609274,hernael02,Frainyer Chavez,669413,Jax Biggers,680890,Sandro Fabian,660758,Matt Whatley,675662,Blaine Crim,688760,Abimelec Ortiz,694673,Aaron Zavala,701648,Cameron Cauley,695508,Cayden Wallace,691024,Rodolfo Durán,660710,Leonel Valera,665987,River Town,701817,Josh Lester,623507,lestejo02,John Rave,670231,Tyler Cropley,680418,croplty01,Nate Eaton,681987,eatonna01,Peyton Wilson,686523,Eovaldi,543135,eovalna01,Ureña,570632,urenajo01,Teodo,693713,White,669391,whiteow01,Burke,656271,burkebr01,Shreve,592741,shrevch01,"Anderson, G",681982,andergr01,Marsh,679525,marshal01,Veneziano,685107,venezan01,"Taylor, J",657031,taylojo02,Zerpa,672582,zerpaan01,Altavilla,656186,altavda01,Cruz,674444,cruzst01,Chamberlain,685125,Sisk,681895
