game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-03-28,641544,4,4,8,Kody Clemens,665019,clemeko01,Riley Greene,682985,greenri03,Zack Short,670097,shortza01,Spencer Torkelson,679529,torkesp01,Dustin Garneau,572863,garnedu01,Daz Cameron,663662,camerda01,Ryan Kreidler,668952,kreidry01,Eric Haase,606992,haaseer01,Nomar Mazara,608577,mazarno01,Breyvic Valera,591971,valerbr01,Riley Adams,656180,adamsri03,Austin Martin,668885,martiau01,Reese McGuire,624512,mcguire01,Logan Warmoth,657089,Kevin Smith,675656,smithke05,Richard Urena,620446,urenari01,Tyler White,643603,whitety01,Joe Panik,605412,panikjo01,Skubal,669373,skubata01,"Garcia, B",650530,garcibr01,"Alexander, T",641302,alexaty01,Burrows,663366,burrobe01,Carlton,656290,carltdr01,Stripling,548389,stripro01,Borucki,621366,borucry01,Phelps,475479,phelpda01,Mayza,641835,mayzati01
