game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2023-03-25,718958,6,5,11,Blake Perkins,663368,perkibl01,Wes Clarke,682265,Kay-Lan Nicasia,702461,Jace Avina,701778,Jadher Areinamo,699130,Isaac Collins,686555,Eduarqui Fernandez,682631,Alexander Perez,691623,Jeferson Quero,691620,Cody Thomas,642137,thomaco01,Michael Guldberg,680671,Denzel Clarke,672016,Trenton Brooks,670092,Cooper Bowman,688682,Greg Deichmann,656364,deichgr01,Cooper Uhl,687013,Brett Harris,695391,harribr02,Logan Davidson,669722,Houser,605288,housead01,Vennaro,691109,Milner,571948,milneho01,Payamps,606303,payamjo01,Strzelecki,657265,strzepe01,Middendorf,805437,Stock,476594,stockro01,Robinson,676515,Fujinami,660261,fujinsh01,Hall,687205,Fishman,670288,fishmja01,Acton,670183,actonga01,Breault,676292
