game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2021-03-13,642150,5,2,7,Luis Barrera,642456,barrelu01,Edwin Díaz,641521,Cody Thomas,642137,thomaco01,Michael Reed,642002,Nick Allen,669397,allenni02,Frank Schwindel,643524,schwifr01,Jacob Wilson,607111,wilsoja04,Greg Deichmann,656364,deichgr01,Kyle McCann,668832,mccanky01,Mark Payton,592622,paytoma01,Scott Heineman,595981,heinesc01,Mike Freeman,502273,freemmi01,TJ Friedl,670770,friedtj01,Kyle Holder,664060,Jonathan India,663697,indiajo01,Rocky Gale,502570,galero01,Nicky Delmonico,547170,delmoni01,Tyler Naquin,571980,naquity01,Manaea,640455,manaese01,Wendelken,605525,wendejb01,Guerra,500610,guerrde01,Schlitter,489295,schlibr01,Guduan,594056,guduare01,Hoffman,656546,hoffmje02,Doolittle,448281,doolise01,Shipley,640463,shiplbr01,Osich,592612,osichjo01,Pidich,641978
