game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-09,719205,9,9,Edwin Díaz,641521,Keshawn Ogans,687248,Neftali Soto,519304,sotone01,Johneshwy Fargas,641561,fargajo01,Vimael Machín,605353,machivi01,MJ Melendez,669004,melenmj01,Henry Ramos,592656,ramoshe01,Alexis Díaz,664747,diazal03,Nelson Velázquez,676369,velazne01,Geraldo Quintero,684852,Braden Shewmake,669699,shewmbr01,Ehire Adrianza,501303,adriaeh01,Drew Lugbauer,656666,Adeiny Hechavarría,588751,hechaad01,Justin Dean,681909,Ethan Workinger,689688,Ryan Casteel,592205,Magneuris Sierra,642423,sierrma01,"Rodríguez, D",605446,rodride01,"Espada, J",664744,espadjo01,Bermúdez,642834,"Maldonado, A",687424,maldoan01,Moran,663558,moranjo01,"Ríos, Y",605441,riosya01,"Díaz, A",664747,diazal03,Fried,608331,friedma01,Yates,489446,yateski01,"Stephens, J",623451,stephja01,Tonkin,543859,tonkimi01,"Young, D",664849,youngda02,Johnstone,641733
