game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2024-03-08,748059,4,7,11,Carlos Pérez,542208,perezca02,Jordan Diaz,672478,diazjo03,Henry Bolte,703607,Luke Mann,680996,Max Schuemann,680474,schuema01,Daz Cameron,663662,camerda01,Daniel Susac,691740,Jacob Wilson,805779,Lazaro Armenteros,670860,Vinny Capra,681962,capravi01,Andy Yerzy,647378,Wes Clarke,682265,Cooper Pratt,806198,Jadher Areinamo,699130,Christian Arroyo,624414,arroych01,Eduarqui Fernandez,682631,Hedbert Perez,691616,Reidy Mercado,680586,Stripling,548389,stripro01,Emanuels,669434,"Jackson, Z",667427,jacksza02,Basso,669620,"Hall, DL",669084,halldl01,Vieira,600986,vieirth01,Gasser,688107,gassero01,Milner,571948,milneho01,Meeker,703231,"Smith, R",669080
