game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-26,718944,3,3,6,Troy Johnston,687859,Charles Leblanc,641779,leblach01,Victor Mesa,673516,José Devers,672701,deverjo01,Brian Miller,675649,millebr03,Norel González,673476,Santiago Chávez,622700,Jake Mangum,663968,C.J. Hinojosa,546994,Tim Locastro,641796,locasti01,Cesar Berbesi,682452,Darin Ruf,573131,rufda01,William Lugo,683493,Dariel Gomez,649810,Agustin Ruiz,672361,Diego Mosquera,699305,Oscar Campos,658652,Brandon Nimmo,607043,nimmobr01,"Garrett, B",666129,garrebr01,Castano,641447,castada01,"Maldonado, A",687424,maldoan01,Verlander,434378,verlaju01,Nogosek,668665,nogosst01,Hunter,488984,hunteto02,"Santana, D",642701,santade01,Hartwig,701643,hartwgr01
