game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Away_P_9_Name,Away_P_9_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-01,719318,8,5,13,Jordan Lawlar,691783,lawlajo01,Tim Tawa,694374,P.J. Higgins,664731,higgipj01,Juan Centeno,518542,centeju01,Neyfy Castillo,678689,Michel Otanez,671305,Wilderd Patiño,679741,Jake Hager,606993,hagerja01,Emmanuel Rivera,656896,riverem01,Brett Auerbach,682266,Ford Proctor,665154,proctfo01,Carter Williams,688832,Armando Alvarez,669137,Michael Gigliotti,669377,Austin Wynns,642851,wynnsau01,Clint Coulter,621520,Blake Sabol,666165,sabolbl01,Will Wilson,669717,Jameson,686753,jamesdr01,Castro,612434,castrmi01,"Nelson, K",669459,nelsoky01,Ginkel,656464,ginkeke01,McAllister,502083,mcallza01,Hendrix,641682,hendrry01,Clay,621348,claysa01,Brice,592169,briceau01,Otanez,671305,Junis,596001,junisja01,Alexander,518397,alexasc02,Brebbia,605154,brebbjo01,Doval,666808,dovalca01,Harrison,690986,harriky01,Long,669674,longsa01,"Guzmán, R",608597,guzmaro01
