game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2022-03-25,706829,4,5,9,Lucius Fox,665650,foxlu01,Jake Noll,669738,nollja01,Matt Lipka,547181,Andrew Stevenson,664057,stevean01,Tres Barrera,668663,barretr01,Nelson Cruz,443558,cruzne02,Yadiel Hernandez,628450,hernaya01,Adrián Sanchez,506703,sanchad01,Luis García Jr.,671277,garcilu04,Corey Dickerson,572816,dickeco01,Conner Capel,668843,capelco01,Mike Antico,690443,Kramer Robertson,670298,roberkr01,Juan Yepez,660766,yepezju01,Iván Herrera,671056,herreiv01,Anderson Tejeda,660731,tejedan01,Scott Hurst,656568,hurstsc01,Brendan Donovan,680977,donovbr01,Cavalli,676917,cavalca01,Clay,621348,claysa01,"Thompson, M",666168,thompma02,"Machado, A",600921,machaan02,Murphy,641907,murphpa02,Weems,607179,weemsjo01,VerHagen,572403,verhadr01,"Cabrera, G",650893,cabrege01,Helsley,664854,helslry01,Pallante,669467,pallaan01,Pacheco,681643,Naile,664942,naileja01,Bosiokovic,670109
