game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,over_under_runline
716591,2023-09-14,2,0,2,134,Pittsburgh Pirates,120,Washington Nationals,27013,27017,CJ Abrams,682928,abramcj01,Lane Thomas,657041,thomala02,Keibert Ruiz,660688,ruizke01,Joey Meneses,608841,menesjo01,Dominic Smith,642086,smithdo02,Luis García Jr.,671277,garcilu04,Travis Blankenhorn,663905,blanktr01,Jake Alu,666906,aluja01,Ji Hwan Bae,678225,baeji01,Bryan Reynolds,668804,reynobr01,Connor Joe,656582,joeco01,Jack Suwinski,669261,suwinja01,Joshua Palacios,641943,palacjo01,Liover Peguero,678894,pegueli01,Alfonso Rivas III,663845,rivasal01,Jared Triolo,669707,triolja01,Mitch Keller,656605,kellemi03,Josiah Gray,680686,grayjo03,David Bednar,670280,bednada01,Jordan Weems,607179,weemsjo01,Jose A. Ferrer,678606,ferrejo01,8.5
