game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-04-02,706804,1,3,4,Mitchell Tolman,664051,Skeiling Rodriguez,678682,Milan Tolentino,675455,Isaiah Greene,693309,Will Bartlett,686673,Connor Kokx,701634,Cesar Idrogo,677581,Landy Pena,683297,Mike Rivera,657741,Alejandro Osuna,696030,Thomas Saggese,695336,Blaine Crim,688760,Meibrys Viloria,650619,vilorme01,Cameron Cauley,695508,Nick Tanielu,657027,Nick Solak,669256,solakni01,Kellen Strahm,687005,Eli White,642201,whiteel04,Bieber,669456,biebesh01,"Shaw, B",543766,shawbr01,Morgan,669212,morgael01,Sandlin,680704,sandlni01,Bush,456713,bushma01,White,669391,whiteow01,Kent,687849,"Richards, G",572070,richaga01,"Barlow, J",669618,barlojo01,"Martin, B",656685,martibr01,King,667463,kingjo01
