game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2021-03-03,642078,4,2,6,Darick Hall,669742,hallda02,Luis García,677593,Nick Maton,665155,matonni01,Mickey Moniak,666160,moniami01,Christian Bethancourt,542194,bethach01,Bryson Stott,681082,stottbr01,Jhailyn Ortiz,665560,Logan O'Hoppe,681351,ohopplo01,Johan Rojas,679032,rojasjo03,Kody Clemens,665019,clemeko01,Riley Greene,682985,greenri03,Isaac Paredes,670623,paredis01,Daniel Pinero,615697,Spencer Torkelson,679529,torkesp01,Jake Rogers,668670,rogerja03,Dustin Garneau,572863,garnedu01,Eric Haase,606992,haaseer01,Danny Woodrow,670143,Eflin,621107,eflinza01,Nova,467100,novaiv01,Rondón,444468,rondohe01,Hale,571735,haleda02,Parkinson,663982,Norris,596057,norrida01,"Farmer, B",571656,farmebu01,Carlton,656290,carltdr01,Manning,666159,mannima02,Krol,571871,krolia01,Shore,624519
