game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-23,718990,5,11,16,Jose Ramos,682947,Devin Mann,669471,Luke Williams,663897,willilu01,Hunter Feduccia,676439,Alex Freeland,690976,Brandon Lewis,686781,Drew Avans,682183,Steven Duggar,621453,duggast01,Bradley Zimmer,605548,zimmebr01,A.J. Vukovich,691021,Gavin Conticello,695521,Tristin English,663536,Dominic Miroglio,641884,Alvin Guzman,682630,Camden Duzenack,670427,Roby Enriquez,690702,Ryan Bliss,669208,Jakey Josepha,699228,Grove,675627,grovemi01,Smith,681886,Kasowski,667445,Suero,593833,suerowa01,Ochsenbein,684604,Tyranski,680454,Jameson,686753,jamesdr01,"Nelson, K",669459,nelsoky01,Familia,544727,familje01,Chafin,605177,chafian01,McGough,543518,mcgousc01,"Vizcaíno, R",642563
