game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,over_under_runline
632787,2021-08-23,2,1,3,141,Toronto Blue Jays,145,Chicago White Sox,27010,27018,César Hernández,514917,hernace02,Luis Robert Jr.,673357,roberlu01,José Abreu,547989,abreujo02,Eloy Jiménez,650391,jimenel02,Yoán Moncada,660162,moncayo01,Brian Goodwin,571718,goodwbr01,Andrew Vaughn,683734,vaughan01,Danny Mendick,664901,mendida01,Bo Bichette,666182,bichebo01,Marcus Semien,543760,semiema01,Vladimir Guerrero Jr.,665489,guerrvl02,Teoscar Hernández,606192,hernate01,Corey Dickerson,572816,dickeco01,Lourdes Gurriel Jr.,666971,gurrilo01,Santiago Espinal,669289,espinsa01,Randal Grichuk,545341,grichra01,Alek Manoah,666201,manoaal01,Lance Lynn,458681,lynnla01,Adam Cimber,643256,cimbead01,Tim Mayza,641835,mayzati01,Jordan Romano,605447,romanjo03,Craig Kimbrel,518886,kimbrcr01,8.5
