game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2022-04-03,706891,4,8,12,Brady Allen,680918,Zach Zubia,687036,Cristhian Rodriguez,682725,Kyler Castillo,689763,Javeon Cody,687052,Payton Henry,668721,henrypa01,Kahlil Watson,696135,Osiris Johnson,677341,Jose Salas,691191,Dominic Smith,642086,smithdo02,Daniel Palka,594953,palkada01,Luis Guillorme,641645,guilllu01,Travis Jankowski,608671,jankotr01,Nick Dini,664926,dinini01,J.D. Davis,605204,davisjd01,Francisco Lindor,596019,lindofr01,Jaylen Palmer,681941,Hayden Senger,663584,"López, P",641154,lopezpa01,Okert,595345,okertst01,Pop,647315,popza01,Bender,669622,bendean01,Castano,641447,castada01,Bassitt,605135,bassich01,Shreve,592741,shrevch01,Williams,592866,willitr01
