game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-04,748111,3,2,5,Tucker Flint,687272,Jason Martin,641829,martija03,Livan Soto,670869,sotoli01,Charles Leblanc,641779,leblach01,Cole Fontenelle,694304,Hunter Dozier,641531,doziehu01,Jake Marisnick,545350,marisja01,Kyren Paris,677347,parisky01,Chad Wallach,595453,wallach01,Jayce Easley,681068,Blaine Crim,688760,Anthony Gutierrez,703152,Sam Huff,669087,huffsa01,Aaron Zavala,701648,Marcus Smith,687526,Keyber Rodriguez,677601,Jonathan Ornelas,680716,orneljo01,Davis Wendzel,673995,wendzda01,Anderson,542881,anderty01,"Suarez, J",660761,suarejo01,Moore,519043,moorema02,Caceres,680983,cacerke01,Kolarek,592473,kolarad01,Marcheco,703420,Bradford,674003,bradfco01,"Rodríguez, Y",666720,rodriye01,Leclerc,600917,leclejo01,"Anderson, G",681982,andergr01,Robert,642016,"Holder, J",656547,holdejo02
