game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-14,719123,7,6,13,Dylan Beavers,687637,Mark Kolozsvary,656627,kolozma01,TT Bowens,688449,Maverick Handley,668974,Hudson Haskin,681370,Zach Watson,668789,Jackson Holliday,702616,hollija01,Connor Norby,681393,César Prieto,693409,Hudson Head,687431,Nick Gonzales,693304,gonzani01,Endy Rodríguez,682848,rodrien01,Carter Bins,670190,Connor Scott,669002,Ryan Vilade,668723,viladry01,Drew Maggi,543482,maggidr01,Jared Triolo,669707,triolja01,Andrés Alvarez,687019,"Bautista, F",642585,bautife01,"Wells, T",669330,wellsty01,Dowdy,664871,dowdyky01,"Gómez, O",628709,Zimmermann,669145,zimmebr02,Hill,448179,hillri01,Alldred,682027,alldrca01,De Jong,608328,dejonch01,Moreta,664294,moretda01,Bolton,675989,boltoco01,Burrows,681347
