game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-15,719109,1,7,8,Matt Gorski,685301,Nick Gonzales,693304,gonzani01,Travis Swaggerty,680552,swaggtr01,Carter Bins,670190,Tyler Heineman,623168,heinety01,Malcom Nuñez,682650,Drew Maggi,543482,maggidr01,Cal Mitchell,668751,mitchca01,Andrés Alvarez,687019,Zach Britton,676309,John Aiello,663628,Luis De Los Santos,665782,Stevie Berman,670281,Phil Clarke,671287,LJ Talley,663544,Wynton Bernard,592144,bernawy01,Steward Berroa,672642,Davis Schneider,676914,schneda03,Brubaker,664141,brubajt01,Mlodzinski,669387,mlodzca01,"Perdomo, A",622780,perdoan01,"De Los Santos, Y",660787,delosye01,O'Reilly,682615,Gausman,592332,gausmke01,"Richards, T",670950,richatr01,"Swanson, E",657024,swanser01,Bass,542914,bassan01,Mayza,641835,mayzati01,Romano,605447,romanjo03
