game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-23,718995,4,5,9,Ildemaro Vargas,545121,vargail01,Michael Chavis,656308,chavimi01,Jared McKenzie,686982,Cristhian Vaquero,703143,Corey Dickerson,572816,dickeco01,Riley Adams,656180,adamsri03,Cody Wilson,680963,wilsoco01,CJ Abrams,682928,abramcj01,Matt Adams,571431,adamsma01,Mauricio Dubón,643289,dubonma01,Alex Bregman,608324,bregmal01,Jake Meyers,676694,meyerja02,Jeremy Peña,665161,penaje02,Korey Lee,686676,leeko01,José Abreu,547989,abreujo02,David Hensley,682073,henslda01,Justin Dirden,688869,Chas McCormick,676801,mccorch01,Williams,592866,willitr01,Edwards Jr.,605218,edwarca01,Finnegan,640448,finneky01,"Thompson, M",666168,thompma02,"Garcia, L",677651,garcilu05,Sammons,676614,Neris,593576,nerishe01,Montero,606160,montera01,Stanek,592773,stanery01,Betances,677643
