game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-12,747991,5,6,11,Wes Clarke,682265,Oliver Dunn,686554,dunnol01,Freddy Zamora,668965,Chavez Young,669945,Jake Bauers,641343,bauerja01,Chris Roller,676896,rollech01,Eric Haase,606992,haaseer01,Carlos D. Rodriguez,677578,Jheremy Vargas,691621,Alexander Canario,672744,canaral01,Patrick Wisdom,621550,wisdopa01,Jorge Alfaro,595751,alfarjo01,Chase Strumpf,668664,Bryce Windham,690180,Matt Mervis,670223,mervima01,Jacob Wetzel,689047,Miles Mastrobuoni,670156,mastrmi01,David Bote,623520,boteda01,Rea,607067,reaco01,Uribe,682842,uribeab01,Vieira,600986,vieirth01,Milner,571948,milneho01,Bowman,689337,Meeker,703231,Steele,657006,steelju01,Merryweather,657240,merryju01,Cuas,621016,cuasjo01,Leiter Jr.,643410,leitema02,"Thompson, K",624522,thompke02,Little,681432,littllu01
