game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-05,748103,3,3,Jace Jung,690291,Jake Holton,687724,Dillon Dingler,693307,Justice Bigbie,694425,TJ Hopkins,686759,hopkitj01,Trei Cruz,669360,Keston Hiura,669374,hiurake01,Eddys Leonard,678760,Buddy Kennedy,671083,kennebu01,Chadwick Tromp,644433,trompch01,Jordan Luplow,656669,luplojo01,Cody Milligan,687862,Luke Williams,663897,willilu01,Luke Waddell,680672,Andrew Velazquez,623205,velazan01,Nacho Alvarez Jr.,805373,Phillip Evans,595943,evansph01,Skye Bolt,621450,boltsk01,Olson,681857,olsonre01,Flores,695865,Wentz,666214,wentzjo01,Hurter,676428,Guenther,674944,guentse01,Sammons,676614,Strider,675911,stridsp01,"Morton, C",450203,mortoch02,Vizcaya,622415,Matzek,554431,matzety01,"Stephens, J",623451,stephja01
