game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-09,719191,1,1,Ryan Ward,669899,Jonny DeLuca,676356,delucjo01,Diego Cartaya,682616,Eddys Leonard,678760,Drew Avans,682183,Devin Mann,669471,Jorbit Vivas,678391,Jahmai Jones,663330,jonesja08,Andy Pages,681624,pagesan01,Lawrence Butler,671732,butlela01,Pablo Reyes,622569,reyespa01,Jonah Bride,681146,bridejo01,Trenton Brooks,670092,Tyler Soderstrom,691016,soderty01,Dérmis Garcia,660650,garcide02,Jesús Aguilar,542583,aguilje01,Tyler Wade,642180,wadety01,JJ Bleday,668709,bledajj01,Pepiot,686752,pepiory01,"Scott, Tay",605463,scottta02,"González, V",624647,gonzavi02,Bickford,641360,bickfph01,Suero,593833,suerowa01,Kolarek,592473,kolarad01,Oller,670124,ollerad01,"Jackson, Z",667427,jacksza02,"Jiménez, D",666204,jimenda01,Moll,594580,mollsa01,"Garcia, Ri",670329,garciri01,Coker,681085
