game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,over_under_runline
633645,2021-06-16,13,7,20,137,San Francisco Giants,109,Arizona Diamondbacks,26997,27007,Josh Rojas,668942,rojasjo01,Ketel Marte,606466,marteke01,Pavin Smith,656976,smithpa04,Eduardo Escobar,500871,escobed01,Asdrúbal Cabrera,452678,cabreas01,David Peralta,444482,peralda01,Josh Reddick,502210,reddijo01,Stephen Vogt,519390,vogtst01,LaMonte Wade Jr.,664774,wadela01,Mike Yastrzemski,573262,yastrmi01,Buster Posey,457763,poseybu01,Brandon Belt,474832,beltbr01,Brandon Crawford,543063,crawfbr01,Donovan Solano,456781,solando01,Jason Vosler,613564,vosleja01,Steven Duggar,621453,duggast01,Anthony DeSclafani,543101,desclan01,Merrill Kelly,518876,kellyme01,Conner Menez,669214,menezco01,Jose Alvarez,501625,alvarjo02,Jimmie Sherfy,642073,sherfji01,Keury Mella,622492,mellake01,Ryan Buchter,488748,buchtry01,Kevin Ginkel,656464,ginkeke01,Humberto Castellanos,528748,castehu01,8.0
