game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-28,641545,2,10,12,Johneshwy Fargas,641561,fargajo01,Brandon Drury,592273,drurybr01,Arodys Vizcaíno,527055,vizcaar01,Wilfredo Tovar,541600,tovarwi01,José Peraza,606299,perazjo01,Brett Baty,683146,batybr01,Albert Almora Jr.,546991,almoral01,Brandon Nimmo,607043,nimmobr01,Caleb Joseph,543376,josepca01,Victor Mesa,673516,Nasim Nuñez,683083,nunezna01,Eddy Alvarez,657193,alvared01,Joe Dunand,656388,dunanjo01,Jon Berti,542932,bertijo01,Kameron Misner,670224,Peyton Burdick,680814,burdipe01,Nick Fortes,663743,forteni01,JJ Bleday,668709,bledajj01,"Montgomery, M",543557,montgmi01,Gilliam,663894,Familia,544727,familje01,Castro,612434,castrmi01,Betances,476454,betande01,Díaz,621242,diazed04,Vizcaíno,527055,vizcaar01,Castano,641447,castada01,Curtiss,595928,curtijo02,Bleier,542947,bleieri01,Cimber,643256,cimbead01,"García, Y",554340,garciyi01
