game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID,Home_P_9_Name,Home_P_9_ID,Home_P_10_Name,Home_P_10_ID,Home_P_10_bbrefID
2024-03-20,747885,9,10,19,Rafael Lantigua,672463,Cam Eden,686490,edenca01,Spencer Horwitz,687462,horwisp01,Phil Clarke,671287,Will Robertson,683770,Steward Berroa,672642,Max McDowell,664120,Arjun Nimmala,805796,Tanner Morris,671088,Kevin Kilpatrick Jr.,687201,Forrest Wall,657088,wallfo01,Justin Dean,681909,Luis Guillorme,641645,guilllu01,Landon Stephens,686677,Nick Ward,682187,Leury García,544725,garcile02,E.J. Exposito,802991,Nick Clarno,805339,Francis,670102,francbo01,Pop,647315,popza01,Little,663893,littlbr02,Pearson,663878,pearsna01,Parsons,641149,parsowe01,Long,621048,"Iglesias, R",628452,iglesra01,Bummer,607481,bummeaa01,Matzek,554431,matzety01,"Jiménez, J",641729,jimenjo02,Minter,621345,minteaj01,Halligan,701856,Johnson,572955,johnspi01,"Stephens, J",623451,stephja01,Hughes,663670,Moran,572383,moranbr01
