game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2024-05-31,745331,6,2,8,Anthony Rizzo,519203,rizzoan01,Oswaldo Cabrera,665828,cabreos01,Alex Verdugo,657077,verdual01,Aaron Judge,592450,judgeaa01,Austin Wells,669224,wellsau01,Gleyber Torres,650402,torregl01,Anthony Volpe,683011,volpean01,Juan Soto,665742,sotoju01,Trent Grisham,663757,grishtr01,Heliot Ramos,671218,ramoshe02,Jorge Soler,624585,solerjo01,Thairo Estrada,642731,estrath01,Trenton Brooks,670092,Patrick Bailey,672275,bailepa01,Matt Chapman,656305,chapmma01,Brett Wisely,689172,wiselbr01,Luis Matos,682641,matoslu02,Mike Yastrzemski,573262,yastrmi01,Stroman,573186,stromma01,Weaver,596133,weavelu01,"Hicks, J",663855,hicksjo03,"Rogers, Ta",573124,rogerta01,Jackson,592426,jackslu01,Hjelle,663546,hjellse01
